##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_025860405.1	PRJNA224116	SAMN14599992	na	na	2596898	2596898	Tolypothrix sp. PCC 7712	strain=PCC 7712	na	latest	Complete Genome	Major	Full	2022-10-25	ASM2586040v1	Helmholtz - Centre for Environmental Research	GCA_025860405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/860/405/GCF_025860405.1_ASM2586040v1	na	na	na	haploid	bacteria	10115897	10115897	40.500000	16	16	16	NCBI RefSeq	GCF_025860405.1-RS_2025_02_01	2025-02-01	8351	8074	120	na
GCF_025999095.1	PRJNA224116	SAMD00319391	na	na	2814275	2814275	Thermosynechococcus sp.	na	KatS3mg067	latest	Complete Genome	Major	Full	2022-10-07	ASM2599909v1	RIKEN-BRC	GCA_025999095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/999/095/GCF_025999095.1_ASM2599909v1	derived from metagenome	na	na	haploid	bacteria	2497893	2497893	54.000000	1	1	1	NCBI RefSeq	GCF_025999095.1-RS_2024_11_06	2024-11-06	2450	2357	48	36406403
GCF_026000695.1	PRJNA224116	SAMD00536037	na	na	696747	118562	Limnospira platensis NIES-39	strain=NIES-39	na	latest	Complete Genome	Major	Full	2023-09-23	ASM2600069v2	Laboratory of Gene Biodynamics, Graduate School of Biostudies, Kyoto University	GCA_026000695.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/000/695/GCF_026000695.1_ASM2600069v2	na	na	na	haploid	bacteria	6818856	6818856	44.500000	1	1	1	NCBI RefSeq	GCF_026000695.1-RS_2025_07_06	2025-07-06	6651	6236	51	36537808
GCF_026222535.1	PRJNA224116	SAMN28535230	na	na	2945101	1126	Microcystis aeruginosa str. Chao 1910	strain=Chao 1910	na	latest	Complete Genome	Major	Full	2022-11-17	ASM2622253v1	University of Science and Technology of China	GCA_026222535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/222/535/GCF_026222535.1_ASM2622253v1	na	na	na	haploid	bacteria	5669822	5669822	42.500000	1	1	1	NCBI RefSeq	GCF_026222535.1-RS_2025_02_22	2025-02-22	5729	5079	52	na
GCF_026240635.1	PRJNA224116	SAMN31598886	na	reference genome	2016064	3045816	Trichothermofontia sichuanensis B231	strain=B231	na	latest	Complete Genome	Major	Full	2022-11-20	ASM2624063v1	Peking University Shenzhen Graduate School	GCA_026240635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/240/635/GCF_026240635.1_ASM2624063v1	na	assembly from type material	na	haploid	bacteria	4436989	4436989	54.000000	1	1	1	NCBI RefSeq	GCF_026240635.1-RS_2024_10_11	2024-10-11	3800	3703	55	37180226
GCF_026802175.1	PRJNA224116	SAMN31952912	na	reference genome	2016057	3065396	Thermocoleostomius sinensis A174	strain=A174	na	latest	Complete Genome	Major	Full	2022-12-11	ASM2680217v1	Peking University Shenzhen Graduate School	GCA_026802175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/802/175/GCF_026802175.1_ASM2680217v1	na	assembly from type material	na	haploid	bacteria	5809202	5809202	48.500000	1	1	1	NCBI RefSeq	GCF_026802175.1-RS_2024_10_11	2024-10-11	5047	4917	60	na
GCF_027359355.1	PRJNA224116	SAMN32234862	na	na	3015000	1219	Prochlorococcus marinus str. MIT 1214	strain=MIT 1214	na	latest	Complete Genome	Major	Full	2022-12-27	ASM2735935v1	Massachusetts Institute of Technology	GCA_027359355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/355/GCF_027359355.1_ASM2735935v1	na	na	na	haploid	bacteria	1934849	1934849	35.000000	1	1	1	NCBI RefSeq	GCF_027359355.1-RS_2025_03_18	2025-03-18	2140	2088	47	na
GCF_027359375.1	PRJNA224116	SAMN32234860	na	na	3014998	1219	Prochlorococcus marinus str. MIT 0919	strain=MIT 0919	na	latest	Complete Genome	Major	Full	2022-12-27	ASM2735937v1	Massachusetts Institute of Technology	GCA_027359375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/375/GCF_027359375.1_ASM2735937v1	na	na	na	haploid	bacteria	1716770	1716770	37.000000	1	1	1	NCBI RefSeq	GCF_027359375.1-RS_2025_03_18	2025-03-18	1879	1829	45	na
GCF_027359395.1	PRJNA224116	SAMN32234861	na	na	3014999	1219	Prochlorococcus marinus str. MIT 1013	strain=MIT 1013	na	latest	Complete Genome	Major	Full	2022-12-27	ASM2735939v1	Massachusetts Institute of Technology	GCA_027359395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/395/GCF_027359395.1_ASM2735939v1	na	na	na	haploid	bacteria	2046712	2046712	34.500000	1	1	1	NCBI RefSeq	GCF_027359395.1-RS_2025_03_18	2025-03-18	2334	2279	44	na
GCF_027359415.1	PRJNA224116	SAMN32234859	na	na	3014997	1219	Prochlorococcus marinus str. MIT 0918	strain=MIT 0918	na	latest	Complete Genome	Major	Full	2022-12-27	ASM2735941v1	Massachusetts Institute of Technology	GCA_027359415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/415/GCF_027359415.1_ASM2735941v1	na	na	na	haploid	bacteria	1789313	1789313	34.500000	1	1	1	NCBI RefSeq	GCF_027359415.1-RS_2025_03_18	2025-03-18	1945	1888	45	na
GCF_027359475.1	PRJNA224116	SAMN32234858	na	na	1570012	1219	Prochlorococcus marinus str. MIT 0915	strain=MIT 0915	na	latest	Complete Genome	Major	Full	2022-12-27	ASM2735947v1	Massachusetts Institute of Technology	GCA_027359475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/475/GCF_027359475.1_ASM2735947v1	na	na	na	haploid	bacteria	1988105	1988105	35.500000	1	1	1	NCBI RefSeq	GCF_027359475.1-RS_2025_03_18	2025-03-18	2152	2086	44	na
GCF_027359525.1	PRJNA224116	SAMN32234857	na	na	1570010	1219	Prochlorococcus marinus str. MIT 0913	strain=MIT 0913	na	latest	Complete Genome	Major	Full	2022-12-27	ASM2735952v1	Massachusetts Institute of Technology	GCA_027359525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/525/GCF_027359525.1_ASM2735952v1	na	na	na	haploid	bacteria	1877877	1877877	35.000000	1	1	1	NCBI RefSeq	GCF_027359525.1-RS_2025_03_18	2025-03-18	2138	2086	45	na
GCF_027359575.1	PRJNA224116	SAMN32234855	na	na	1570014	1219	Prochlorococcus marinus str. MIT 0917	strain=MIT 0917	na	latest	Complete Genome	Major	Full	2022-12-27	ASM2735957v1	Massachusetts Institute of Technology	GCA_027359575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/575/GCF_027359575.1_ASM2735957v1	na	na	na	haploid	bacteria	1924674	1924674	34.500000	1	1	1	NCBI RefSeq	GCF_027359575.1-RS_2025_03_18	2025-03-18	2155	2108	45	na
GCF_027359595.1	PRJNA224116	SAMN32234856	na	na	1570009	1219	Prochlorococcus marinus str. MIT 0912	strain=MIT 0912	na	latest	Complete Genome	Major	Full	2022-12-27	ASM2735959v1	Massachusetts Institute of Technology	GCA_027359595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/359/595/GCF_027359595.1_ASM2735959v1	na	na	na	haploid	bacteria	1898947	1898947	35.000000	1	1	1	NCBI RefSeq	GCF_027359595.1-RS_2025_03_18	2025-03-18	2172	2116	44	na
GCF_027942295.1	PRJNA224116	SAMN29620935	na	na	2963092	2963092	Pseudanabaena sp. Chao 1811	strain=Chao 1811	na	latest	Complete Genome	Major	Full	2023-01-23	ASM2794229v1	University of Science and Technology of China	GCA_027942295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/942/295/GCF_027942295.1_ASM2794229v1	na	na	na	haploid	bacteria	4729581	4729581	42.500000	1	1	1	NCBI RefSeq	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-03-20	4335	4150	67	36639816
GCF_028623165.1	PRJNA224116	SAMN33005007	na	na	3025190	3025190	Nostoc sp. UHCC 0926	strain=UHCC 0926	na	latest	Complete Genome	Major	Full	2023-02-15	ASM2862316v1	University of Helsinki	GCA_028623165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/623/165/GCF_028623165.1_ASM2862316v1	na	na	na	haploid	bacteria	8314159	8314159	42.000000	7	7	7	NCBI RefSeq	GCF_028623165.1-RS_2024_03_25	2024-03-25	7321	6882	88	na
GCF_029910235.1	PRJNA224116	SAMN31016687	na	reference genome	2602720	1112103	Pseudanabaena galeata CCNP1313	strain=CCNP1313	na	latest	Complete Genome	Major	Full	2023-05-01	ASM2991023v1	University of Gdańsk	GCA_029910235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/910/235/GCF_029910235.1_ASM2991023v1	na	na	na	haploid	bacteria	5842326	5842326	42.500000	6	6	6	NCBI RefSeq	GCF_029910235.1-RS_2024_12_02	2024-12-02	5336	5131	54	39203471
GCF_029919255.1	PRJNA224116	SAMN33745866	na	reference genome	3034674	3034674	cyanobacterium endosymbiont of Epithemia clementina EcSB	strain=EcSB	Gazos Creek	latest	Complete Genome	Major	Full	2023-05-02	ASM2991925v1	Stanford University	GCA_029919255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/919/255/GCF_029919255.1_ASM2991925v1	na	na	na	haploid	bacteria	3072807	3072807	34.500000	1	1	1	NCBI RefSeq	GCF_029919255.1-RS_2024_05_01	2024-05-01	2085	1947	49	38707843
GCF_029953635.1	PRJNA224116	SAMN34417987	na	reference genome	1539056	1620816	Halotia branconii CENA392	strain=CENA392	na	latest	Complete Genome	Major	Full	2023-05-08	ASM2995363v1	University of Sao Paulo (USP), Center of Nuclear Energy in Agriculture (CENA)	GCA_029953635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/953/635/GCF_029953635.1_ASM2995363v1	na	assembly from type material	na	haploid	bacteria	7116433	7116433	40.500000	2	2	2	NCBI RefSeq	GCF_029953635.1-RS_2025_05_07	2025-05-07	6323	6110	59	na
GCF_030322965.1	PRJNA224116	SAMN27683578	na	na	2937284	2937284	Thermosynechococcus sp. B0	strain=B0	na	latest	Complete Genome	Major	Full	2023-06-22	ASM3032296v1	Academia Sinica	GCA_030322965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/322/965/GCF_030322965.1_ASM3032296v1	na	na	na	haploid	bacteria	2676747	2676747	53.500000	1	1	1	NCBI RefSeq	GCF_030322965.1-RS_2024_11_06	2024-11-06	2616	2529	48	na
GCF_030322985.1	PRJNA224116	SAMN27755315	na	na	2937792	2937792	Thermosynechococcus sp. B1	strain=B1	na	latest	Complete Genome	Major	Full	2023-06-22	ASM3032298v1	Academia Sinica	GCA_030322985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/322/985/GCF_030322985.1_ASM3032298v1	na	na	na	haploid	bacteria	2649060	2649060	53.500000	1	1	1	NCBI RefSeq	GCF_030322985.1-RS_2024_11_06	2024-11-06	2621	2534	48	na
GCF_030323025.1	PRJNA224116	SAMN28129762	na	reference genome	2942274	71190	Pseudanabaena mucicola str. Chao 1806	strain=Chao 1806	na	latest	Complete Genome	Major	Full	2023-06-22	ASM3032302v1	University of Science and Technology of China	GCA_030323025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/323/025/GCF_030323025.1_ASM3032302v1	na	na	na	haploid	bacteria	4530340	4530340	41.500000	1	1	1	NCBI RefSeq	GCF_030323025.1-RS_2025_06_22	2025-06-22	4421	4124	67	na
GCF_030323045.1	PRJNA224116	SAMN27755316	na	na	2937793	2937793	Thermosynechococcus sp. B3	strain=B3	na	latest	Complete Genome	Major	Full	2023-06-22	ASM3032304v1	Academia Sinica	GCA_030323045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/323/045/GCF_030323045.1_ASM3032304v1	na	na	na	haploid	bacteria	2652703	2652703	53.500000	1	1	1	NCBI RefSeq	GCF_030323045.1-RS_2024_11_06	2024-11-06	2625	2542	48	na
GCF_030518695.1	PRJNA224116	SAMN36269521	na	na	3058429	3058429	Thermosynechococcus sp. PP45	strain=PP45	na	latest	Complete Genome	Major	Full	2023-07-23	ASM3051869v1	Academia Sinica	GCA_030518695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/518/695/GCF_030518695.1_ASM3051869v1	na	na	na	haploid	bacteria	2702314	2702314	53.500000	2	2	2	NCBI RefSeq	GCF_030518695.1-RS_2024_11_06	2024-11-06	2664	2582	48	na
GCF_030518715.1	PRJNA224116	SAMN36269524	na	na	3058430	3058430	Thermosynechococcus sp. HY596	strain=HY596	na	latest	Complete Genome	Major	Full	2023-07-23	ASM3051871v1	Academia Sinica	GCA_030518715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/518/715/GCF_030518715.1_ASM3051871v1	na	na	na	haploid	bacteria	2676782	2676782	53.500000	1	1	1	NCBI RefSeq	GCF_030518715.1-RS_2024_11_06	2024-11-06	2632	2547	48	na
GCF_030518735.1	PRJNA224116	SAMN36269526	na	na	3058431	3058431	Thermosynechococcus sp. JY1339	strain=JY1339	na	latest	Complete Genome	Major	Full	2023-07-23	ASM3051873v1	Academia Sinica	GCA_030518735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/518/735/GCF_030518735.1_ASM3051873v1	na	na	na	haploid	bacteria	2677487	2677487	53.500000	1	1	1	NCBI RefSeq	GCF_030518735.1-RS_2024_11_06	2024-11-06	2638	2546	48	na
GCF_030544905.1	PRJNA224116	SAMN36340636	na	na	1140	32046	Synechococcus elongatus PCC 7942 = FACHB-805	strain=UTEX 2434	na	latest	Complete Genome	Major	Full	2023-07-26	ASM3054490v1	Bellevue University	GCA_030544905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/544/905/GCF_030544905.1_ASM3054490v1	na	na	na	haploid	bacteria	2750114	2750114	55.500000	3	3	3	NCBI RefSeq	GCF_030544905.1-RS_2025_07_25	2025-07-25	2780	2715	55	na
GCF_030553035.1	PRJNA224116	SAMN36496101	na	na	267872	1126	Microcystis aeruginosa PCC 7806	strain=PCC 7806	na	latest	Complete Genome	Major	Full	2023-07-30	ASM3055303v1	University of Tennessee	GCA_030553035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/553/035/GCF_030553035.1_ASM3055303v1	na	na	na	haploid	bacteria	5103923	5103923	42.000000	1	1	1	NCBI RefSeq	GCF_030553035.1-RS_2025_08_17	2025-08-17	4893	4433	52	na
GCF_031583185.1	PRJNA224116	SAMN37298460	na	na	3074082	3074082	Thermosynechococcus sp. PP22	strain=PP22	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158318v1	Academia Sinica	GCA_031583185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/185/GCF_031583185.1_ASM3158318v1	na	na	na	haploid	bacteria	2653500	2653500	53.500000	1	1	1	NCBI RefSeq	GCF_031583185.1-RS_2024_11_06	2024-11-06	2610	2524	48	na
GCF_031583205.1	PRJNA224116	SAMN37298516	na	na	3074084	3074084	Thermosynechococcus sp. PP551	strain=PP551	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158320v1	Academia Sinica	GCA_031583205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/205/GCF_031583205.1_ASM3158320v1	na	na	na	haploid	bacteria	2699585	2699585	53.500000	1	1	1	NCBI RefSeq	GCF_031583205.1-RS_2024_11_06	2024-11-06	2662	2580	48	na
GCF_031583225.1	PRJNA224116	SAMN37298517	na	na	3074085	3074085	Thermosynechococcus sp. PP555	strain=PP555	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158322v1	Academia Sinica	GCA_031583225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/225/GCF_031583225.1_ASM3158322v1	na	na	na	haploid	bacteria	2699735	2699735	53.500000	1	1	1	NCBI RefSeq	GCF_031583225.1-RS_2024_11_06	2024-11-06	2661	2579	48	na
GCF_031583255.1	PRJNA224116	SAMN37298518	na	na	3074086	3074086	Thermosynechococcus sp. PKX82	strain=PKX82	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158325v1	Academia Sinica	GCA_031583255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/255/GCF_031583255.1_ASM3158325v1	na	na	na	haploid	bacteria	2658951	2658951	53.500000	1	1	1	NCBI RefSeq	GCF_031583255.1-RS_2024_11_06	2024-11-06	2627	2541	48	na
GCF_031583295.1	PRJNA224116	SAMN37298550	na	na	3074088	3074088	Thermosynechococcus sp. PKX95	strain=PKX95	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158329v1	Academia Sinica	GCA_031583295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/295/GCF_031583295.1_ASM3158329v1	na	na	na	haploid	bacteria	2645596	2645596	53.500000	1	1	1	NCBI RefSeq	GCF_031583295.1-RS_2024_11_06	2024-11-06	2599	2515	48	na
GCF_031583315.1	PRJNA224116	SAMN37298549	na	na	3074087	3074087	Thermosynechococcus sp. PKX91	strain=PKX91	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158331v1	Academia Sinica	GCA_031583315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/315/GCF_031583315.1_ASM3158331v1	na	na	na	haploid	bacteria	2645572	2645572	53.500000	1	1	1	NCBI RefSeq	GCF_031583315.1-RS_2024_11_06	2024-11-06	2600	2516	48	na
GCF_031583335.1	PRJNA224116	SAMN37298575	na	na	3074089	3074089	Thermosynechococcus sp. WL11	strain=WL11	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158333v1	Academia Sinica	GCA_031583335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/335/GCF_031583335.1_ASM3158333v1	na	na	na	haploid	bacteria	2645738	2645738	53.500000	1	1	1	NCBI RefSeq	GCF_031583335.1-RS_2024_11_06	2024-11-06	2594	2509	48	na
GCF_031583355.1	PRJNA224116	SAMN37298578	na	na	3074091	3074091	Thermosynechococcus sp. WL17	strain=WL17	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158335v1	Academia Sinica	GCA_031583355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/355/GCF_031583355.1_ASM3158335v1	na	na	na	haploid	bacteria	2645660	2645660	53.500000	1	1	1	NCBI RefSeq	GCF_031583355.1-RS_2024_11_06	2024-11-06	2596	2512	48	na
GCF_031583375.1	PRJNA224116	SAMN37298577	na	na	3074090	3074090	Thermosynechococcus sp. WL15	strain=WL15	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158337v1	Academia Sinica	GCA_031583375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/375/GCF_031583375.1_ASM3158337v1	na	na	na	haploid	bacteria	2645741	2645741	53.500000	1	1	1	NCBI RefSeq	GCF_031583375.1-RS_2024_11_06	2024-11-06	2593	2509	48	na
GCF_031583395.1	PRJNA224116	SAMN37298611	na	na	3074092	3074092	Thermosynechococcus sp. GLH187	strain=GLH187	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158339v1	Academia Sinica	GCA_031583395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/395/GCF_031583395.1_ASM3158339v1	na	na	na	haploid	bacteria	2661770	2661770	53.500000	1	1	1	NCBI RefSeq	GCF_031583395.1-RS_2024_11_06	2024-11-06	2617	2531	48	na
GCF_031583415.1	PRJNA224116	SAMN37298630	na	na	3074093	3074093	Thermosynechococcus sp. GLH333	strain=GLH333	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158341v1	Academia Sinica	GCA_031583415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/415/GCF_031583415.1_ASM3158341v1	na	na	na	haploid	bacteria	2661840	2661840	53.500000	1	1	1	NCBI RefSeq	GCF_031583415.1-RS_2024_11_06	2024-11-06	2617	2530	48	na
GCF_031583435.1	PRJNA224116	SAMN37298637	na	na	3074094	3074094	Thermosynechococcus sp. GLH87	strain=GLH87	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158343v1	Academia Sinica	GCA_031583435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/435/GCF_031583435.1_ASM3158343v1	na	na	na	haploid	bacteria	2662047	2662047	53.500000	1	1	1	NCBI RefSeq	GCF_031583435.1-RS_2024_11_06	2024-11-06	2617	2529	48	na
GCF_031583455.1	PRJNA224116	SAMN37298657	na	na	3074095	3074095	Thermosynechococcus sp. TG215	strain=TG215	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158345v1	Academia Sinica	GCA_031583455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/455/GCF_031583455.1_ASM3158345v1	na	na	na	haploid	bacteria	2668121	2668121	53.500000	1	1	1	NCBI RefSeq	GCF_031583455.1-RS_2024_11_06	2024-11-06	2610	2523	48	na
GCF_031583475.1	PRJNA224116	SAMN37298816	na	na	3074098	3074098	Thermosynechococcus sp. JY1331	strain=JY1331	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158347v1	Academia Sinica	GCA_031583475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/475/GCF_031583475.1_ASM3158347v1	na	na	na	haploid	bacteria	2677418	2677418	53.500000	1	1	1	NCBI RefSeq	GCF_031583475.1-RS_2024_11_06	2024-11-06	2635	2543	48	na
GCF_031583495.1	PRJNA224116	SAMN37298670	na	na	3074096	3074096	Thermosynechococcus sp. TG218	strain=TG218	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158349v1	Academia Sinica	GCA_031583495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/495/GCF_031583495.1_ASM3158349v1	na	na	na	haploid	bacteria	2670884	2670884	53.500000	1	1	1	NCBI RefSeq	GCF_031583495.1-RS_2024_11_06	2024-11-06	2617	2530	48	na
GCF_031583515.1	PRJNA224116	SAMN37298919	na	na	3074101	3074101	Thermosynechococcus sp. QS41	strain=QS41	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158351v1	Academia Sinica	GCA_031583515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/515/GCF_031583515.1_ASM3158351v1	na	na	na	haploid	bacteria	2660027	2660027	53.500000	1	1	1	NCBI RefSeq	GCF_031583515.1-RS_2024_11_06	2024-11-06	2626	2541	48	na
GCF_031583535.1	PRJNA224116	SAMN37298996	na	na	3074102	3074102	Thermosynechococcus sp. HY591	strain=HY591	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158353v1	Academia Sinica	GCA_031583535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/535/GCF_031583535.1_ASM3158353v1	na	na	na	haploid	bacteria	2676782	2676782	53.500000	1	1	1	NCBI RefSeq	GCF_031583535.1-RS_2024_11_06	2024-11-06	2632	2547	48	na
GCF_031583555.1	PRJNA224116	SAMN37298997	na	na	3074103	3074103	Thermosynechococcus sp. HY593	strain=HY593	na	latest	Complete Genome	Major	Full	2023-09-17	ASM3158355v1	Academia Sinica	GCA_031583555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/583/555/GCF_031583555.1_ASM3158355v1	na	na	na	haploid	bacteria	2676543	2676543	53.500000	1	1	1	NCBI RefSeq	GCF_031583555.1-RS_2024_11_06	2024-11-06	2638	2554	48	na
GCF_031586415.1	PRJNA224116	SAMN37308675	na	na	3074130	3074130	Thermosynechococcus sp. QKsg1	strain=QKsg1	na	latest	Complete Genome	Major	Full	2023-09-18	ASM3158641v1	Academia Sinica	GCA_031586415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/586/415/GCF_031586415.1_ASM3158641v1	na	na	na	haploid	bacteria	2657882	2657882	53.500000	1	1	1	NCBI RefSeq	GCF_031586415.1-RS_2024_11_06	2024-11-06	2612	2529	48	na
GCF_031754835.1	PRJNA224116	SAMN37320142	na	na	2528657	1126	Microcystis aeruginosa NRERC-214	strain=NRERC-214	na	latest	Complete Genome	Major	Full	2023-09-20	ASM3175483v1	National Institute of Environmental Research	GCA_031754835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/754/835/GCF_031754835.1_ASM3175483v1	na	na	na	haploid	bacteria	4981678	4981678	43.000000	1	1	1	NCBI RefSeq	GCF_031754835.1-RS_2024_11_06	2024-11-06	4683	4325	52	na
GCF_032163395.1	PRJNA224116	SAMN33601239	na	reference genome	2859516	2859516	Gloeocapsopsis dulcis	strain=AAB1	na	latest	Complete Genome	Major	Full	2023-09-28	ASM3216339v1	Georgia Institute of Technology	GCA_032163395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/163/395/GCF_032163395.1_ASM3216339v1	na	assembly from type material	na	haploid	bacteria	5618434	5618434	42.500000	3	3	3	NCBI RefSeq	GCF_032163395.1-RS_2025_04_07	2025-04-07	5465	5217	52	37737281
GCF_032393985.1	PRJNA224116	SAMN37483216	na	na	2597771	2597771	Fischerella sp. JS2	strain=JS2	na	latest	Complete Genome	Major	Full	2023-10-05	ASM3239398v1	University of Mississippi	GCA_032393985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/393/985/GCF_032393985.1_ASM3239398v1	na	na	na	haploid	bacteria	7020691	7020691	40.500000	1	1	1	NCBI RefSeq	GCF_032393985.1-RS_2025_05_05	2025-05-05	6062	5769	92	38079228
GCF_032598965.1	PRJNA224116	SAMN14884228	na	na	2547451	2547451	Leptolyngbya sp. NK1-12	strain=NK1-12	na	latest	Complete Genome	Major	Full	2023-10-12	ASM3259896v1	Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences	GCA_032598965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/598/965/GCF_032598965.1_ASM3259896v1	na	na	na	haploid	bacteria	8295955	8295955	50.500000	4	4	4	NCBI RefSeq	GCF_032598965.1-RS_2025_03_25	2025-03-25	7121	6994	54	na
GCF_032620035.1	PRJNA224116	SAMN36368732	na	na	3060204	1184	Leptolyngbya boryana CZ1	strain=CZ1	na	latest	Complete Genome	Major	Full	2023-10-13	ASM3262003v1	Huangshan University	GCA_032620035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/620/035/GCF_032620035.1_ASM3262003v1	na	na	na	haploid	bacteria	6635697	6635697	47.000000	1	1	1	NCBI RefSeq	GCF_032620035.1-RS_2024_10_23	2024-10-23	6229	6084	79	37765415
